timestamp,d_date,t_time,c_count,company_code,company,exchange,open,high,low,incre_decre,current,close,last_price,buy_qty,sell_qty,dwh_p_col3
"2023-08-07 09:15:03",2023-08-07,09:15:03,1,AXISBANK,"Axis Bank Ltd.",NSE,952.25,952.25,951.25,-0.95,951.3,952.25,951.3,57842,166256,NULL
"2023-08-07 09:15:03",2023-08-07,09:15:03,1,HDFCBANK,"HDFC Bank Ltd.",NSE,1663.1,1663.1,1659.65,9.6,1661.8,1652.2,1661.8,173899,237550,NULL
"2023-08-07 09:15:03",2023-08-07,09:15:03,1,ICICIBANK,"ICICI Bank Ltd.",NSE,970.95,970.95,968.45,-0.85,969.65,970.5,969.65,102866,221625,NULL
"2023-08-07 09:15:03",2023-08-07,09:15:03,1,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1845,1845,1840,1.5,1840,1838.5,1840,37965,65346,NULL
"2023-08-07 09:15:03",2023-08-07,09:15:03,1,"NIFTY BANK",,NSE,44993.7,44993.7,44925.5,47.95,44927.4,44879.5,44927.4,0,0,NULL
"2023-08-07 09:15:03",2023-08-07,09:15:03,1,SBIN,"State Bank of India",NSE,577,577,572.55,-0.15,573.15,573.3,573.15,475794,835213,NULL
"2023-08-07 09:15:10",2023-08-07,09:15:10,2,AXISBANK,"Axis Bank Ltd.",NSE,952.25,952.25,951,1,953.25,952.25,953.25,69668,175102,NULL
"2023-08-07 09:15:10",2023-08-07,09:15:10,2,HDFCBANK,"HDFC Bank Ltd.",NSE,1663.1,1663.1,1659.65,6.85,1659.05,1652.2,1659.05,173899,237550,NULL
"2023-08-07 09:15:10",2023-08-07,09:15:10,2,ICICIBANK,"ICICI Bank Ltd.",NSE,970.95,970.95,968.45,-0.9,969.6,970.5,969.6,102866,221625,NULL
"2023-08-07 09:15:10",2023-08-07,09:15:10,2,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1845,1845,1839.05,2.75,1841.25,1838.5,1841.25,46392,80833,NULL
"2023-08-07 09:15:10",2023-08-07,09:15:10,2,"NIFTY BANK",,NSE,44993.7,44993.7,44886.4,16.6,44896.1,44879.5,44896.1,0,0,NULL
"2023-08-07 09:15:10",2023-08-07,09:15:10,2,SBIN,"State Bank of India",NSE,577,577,572.55,-2.15,571.15,573.3,571.15,475794,835213,NULL
"2023-08-07 09:15:16",2023-08-07,09:15:16,3,AXISBANK,"Axis Bank Ltd.",NSE,952.25,955,951,1.7,953.95,952.25,953.95,96714,194712,NULL
